id,modelVersion,parent,groupId,artifactId,version,name,url,releaseDate,organization,dependenciesAmount,repositoriesAmount,mavenErrorMessage,
org.scala-lang:scala-reflect:jar:2.12.3,4.0.0,,org.scala-lang,scala-reflect,2.12.3,Scala Compiler,http://www.scala-lang.org/,49534-02-21 09:43:20 UTC,LAMP/EPFL,1,0,
[inherited]:jersey-server:bundle:[inherited],4.0.0,com.sun.jersey:jersey-project:pom:1.9,null,jersey-server,null,jersey-server,null,43639-06-30 10:50:00 UTC,,12,0,
[inherited]:jersey-json:bundle:[inherited],4.0.0,com.sun.jersey:jersey-project:pom:1.9,null,jersey-json,null,jersey-json,null,43639-07-07 01:26:40 UTC,,7,0,
info.picocli:picocli:jar:4.5.2,4.0.0,,info.picocli,picocli,4.5.2,picocli - a mighty tiny Command Line Interface,http://picocli.info,52756-10-11 23:10:00 UTC,,0,0,
org.junit.jupiter:junit-jupiter-api:jar:5.9.2,4.0.0,,org.junit.jupiter,junit-jupiter-api,5.9.2,JUnit Jupiter API,https://junit.org/junit5/,54996-04-20 12:03:20 UTC,,3,0,
org.powermock:powermock-core:jar:2.0.9,4.0.0,,org.powermock,powermock-core,2.0.9,PowerMock,http://www.powermock.org,52807-01-29 16:33:20 UTC,,4,0,
org.junit.platform:junit-platform-engine:jar:1.9.2,4.0.0,,org.junit.platform,junit-platform-engine,1.9.2,JUnit Platform Engine API,https://junit.org/junit5/,54996-04-20 14:00:00 UTC,,3,0,
org.junit.jupiter:junit-jupiter-params:jar:5.9.2,4.0.0,,org.junit.jupiter,junit-jupiter-params,5.9.2,JUnit Jupiter Params,https://junit.org/junit5/,54996-04-20 12:03:20 UTC,,2,0,
[inherited]:truth:jar:[inherited],4.0.0,com.google.truth:truth-parent:pom:1.0,null,truth,null,Truth Core,null,51486-06-30 20:46:40 UTC,,13,0,
[inherited]:slf4j-jdk14:jar:[inherited],4.0.0,org.slf4j:slf4j-parent:pom:1.7.36,null,slf4j-jdk14,null,SLF4J JDK14 Binding,http://www.slf4j.org,54076-08-27 11:56:40 UTC,,2,0,
[inherited]:jakarta.xml.bind-api:jar:[inherited],4.0.0,jakarta.xml.bind:jakarta.xml.bind-api-parent:pom:2.3.3,null,jakarta.xml.bind-api,null,Jakarta XML Binding API,null,52041-12-08 15:06:40 UTC,,1,0,
org.junit.vintage:junit-vintage-engine:jar:5.8.2,4.0.0,,org.junit.vintage,junit-vintage-engine,5.8.2,JUnit Vintage Engine,https://junit.org/junit5/,53879-10-07 17:16:40 UTC,,3,0,
[inherited]:byte-buddy:jar:[inherited],4.0.0,net.bytebuddy:byte-buddy-parent:pom:1.12.10,null,byte-buddy,null,Byte Buddy (without dependencies),null,54300-07-07 22:00:00 UTC,,4,0,
[inherited]:jmh-generator-annprocess:jar:[inherited],4.0.0,org.openjdk.jmh:jmh-parent:pom:1.27,null,jmh-generator-annprocess,null,JMH Generators: Annotation Processors,null,52910-02-05 00:46:40 UTC,,1,0,
[inherited]:slf4j-api:jar:[inherited],4.0.0,org.slf4j:slf4j-parent:pom:1.7.32,null,slf4j-api,null,SLF4J API Module,http://www.slf4j.org,53520-09-04 20:03:20 UTC,,0,0,
com.fasterxml.jackson.core:jackson-databind:bundle:2.11.0,4.0.0,com.fasterxml.jackson:jackson-base:pom:2.11.0,com.fasterxml.jackson.core,jackson-databind,2.11.0,jackson-databind,http://github.com/FasterXML/jackson,52287-04-16 02:16:40 UTC,,6,1,
[inherited]:maven-resolver-spi:jar:[inherited],4.0.0,org.apache.maven.resolver:maven-resolver:pom:1.3.1,null,maven-resolver-spi,null,Maven Artifact Resolver SPI,null,50748-01-07 09:00:00 UTC,,3,0,
[inherited]:jmh-generator-annprocess:jar:[inherited],4.0.0,org.openjdk.jmh:jmh-parent:pom:1.19,null,jmh-generator-annprocess,null,JMH Generators: Annotation Processors,null,49307-02-04 01:20:00 UTC,,1,0,
net.minidev:accessors-smart:bundle:2.5.0,4.0.0,,net.minidev,accessors-smart,2.5.0,ASM based accessors helper used by json-smart,https://urielch.github.io/,55489-09-22 13:16:40 UTC,Chemouni Uriel,2,0,
com.github.stephenc.jcip:jcip-annotations:jar:1.0-1,4.0.0,org.sonatype.oss:oss-parent:pom:7,com.github.stephenc.jcip,jcip-annotations,1.0-1,JCIP Annotations under Apache License,http://stephenc.github.com/jcip-annotations,45090-07-19 13:46:40 UTC,,1,0,
org.jboss.jandex:typeannotation-test:jar:1.10,4.0.0,org.jboss:jboss-parent:pom:38,org.jboss.jandex,typeannotation-test,1.10,Type Annotation Examples For Testing,null,53982-07-01 20:56:40 UTC,,0,0,
org.codehaus.jackson:jackson-core-asl:jar:1.8.3,4.0.0,,org.codehaus.jackson,jackson-core-asl,1.8.3,Jackson,http://jackson.codehaus.org,43488-03-26 22:26:40 UTC,FasterXML,0,0,
org.scala-lang:scala-library:jar:2.12.0,4.0.0,,org.scala-lang,scala-library,2.12.0,Scala Library,http://www.scala-lang.org/,48796-04-28 13:33:20 UTC,LAMP/EPFL,0,0,
org.scala-lang:scala-compiler:jar:2.12.0,4.0.0,,org.scala-lang,scala-compiler,2.12.0,Scala Compiler,http://www.scala-lang.org/,48796-04-29 17:03:20 UTC,LAMP/EPFL,4,0,
com.fasterxml.jackson.core:jackson-core:bundle:2.13.4,4.0.0,com.fasterxml.jackson:jackson-base:pom:2.13.4,com.fasterxml.jackson.core,jackson-core,2.13.4,Jackson-core,https://github.com/FasterXML/jackson-core,54644-05-18 07:56:40 UTC,,0,1,
org.powermock:powermock-core:jar:2.0.7,4.0.0,,org.powermock,powermock-core,2.0.7,PowerMock,http://www.powermock.org,52215-01-17 05:16:40 UTC,,4,0,
org.junit.jupiter:junit-jupiter:jar:5.6.0,4.0.0,,org.junit.jupiter,junit-jupiter,5.6.0,JUnit Jupiter (Aggregator),https://junit.org/junit5/,52023-12-20 07:06:40 UTC,,3,0,
jakarta.servlet:jakarta.servlet-api:jar:5.0.0,4.0.0,org.eclipse.ee4j:project:pom:1.0.6,jakarta.servlet,jakarta.servlet-api,5.0.0,Jakarta Servlet,https://projects.eclipse.org/projects/ee4j.servlet,52655-06-21 16:26:40 UTC,,0,0,
org.codehaus.jackson:jackson-jaxrs:jar:1.9.13,4.0.0,,org.codehaus.jackson,jackson-jaxrs,1.9.13,JAX-RS provider for JSON content type,http://jackson.codehaus.org,45505-10-27 00:43:20 UTC,FasterXML,2,0,
[inherited]:jmock-legacy:jar:[inherited],4.0.0,org.jmock:jmock-parent:pom:2.8.1,null,jmock-legacy,null,jmock-legacy,null,47282-01-26 02:53:20 UTC,,5,0,
[inherited]:guice:jar:[inherited],4.0.0,com.google.inject:guice-parent:pom:4.0,null,guice,null,Google Guice - Core Library,null,47292-12-01 12:23:20 UTC,,10,0,
[inherited]:jetty-io:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:8.1.15.v20140411,null,jetty-io,null,Jetty :: IO Utility,http://www.eclipse.org/jetty,46246-10-03 04:30:00 UTC,,2,0,
[inherited]:commons-compiler:jar:[inherited],4.0.0,org.codehaus.janino:janino-parent:pom:3.0.6,null,commons-compiler,null,commons-compiler,https://github.com/janino-compiler/janino,48689-07-24 01:13:20 UTC,,0,0,
ch.qos.cal10n.plugins:maven-cal10n-plugin:maven-plugin:[inherited],4.0.0,ch.qos.cal10n:cal10n-parent:pom:0.8.1,ch.qos.cal10n.plugins,maven-cal10n-plugin,null,Compiler assisted localization library (CAL10N) -  Maven,http://cal10n.qos.ch,45252-04-30 22:23:20 UTC,,4,0,
org.ops4j.base:ops4j-base-monitors:bundle:[inherited],4.0.0,org.ops4j:base:pom:1.5.0,org.ops4j.base,ops4j-base-monitors,null,OPS4J Base - Monitors,null,46686-04-07 03:36:40 UTC,,0,0,
org.sonatype.sisu:sisu-guice:jar:[inherited],4.0.0,org.sonatype.sisu.inject:guice-parent:pom:3.2.6,org.sonatype.sisu,sisu-guice,null,Sisu Guice - Core Library,null,47284-04-03 03:56:40 UTC,,11,0,
org.opentest4j:opentest4j:jar:1.1.0,4.0.0,,org.opentest4j,opentest4j,1.1.0,org.opentest4j:opentest4j,https://github.com/ota4j-team/opentest4j,50296-02-03 05:36:40 UTC,,0,0,
[inherited]:maven-settings:jar:[inherited],4.0.0,org.apache.maven:maven:pom:3.2.5,null,maven-settings,null,Maven Settings,null,46922-12-14 10:30:00 UTC,,1,0,
[inherited]:byte-buddy:jar:[inherited],4.0.0,net.bytebuddy:byte-buddy-parent:pom:1.9.8,null,byte-buddy,null,Byte Buddy (without dependencies),null,51035-07-26 06:13:20 UTC,,1,0,
[inherited]:byte-buddy-agent:jar:[inherited],4.0.0,net.bytebuddy:byte-buddy-parent:pom:1.10.5,null,byte-buddy-agent,null,Byte Buddy agent,null,51914-05-23 07:43:20 UTC,,5,0,
org.eclipse.tycho:org.eclipse.osgi:jar:3.12.1.v20170821-1548,4.0.0,,org.eclipse.tycho,org.eclipse.osgi,3.12.1.v20170821-1548,Tycho org.eclipse.osgi dependency,http://www.eclipse.org/tycho/,49753-02-26 15:40:00 UTC,,0,0,
org.yaml:snakeyaml:bundle:1.10,4.0.0,,org.yaml,snakeyaml,1.10,SnakeYAML,http://www.snakeyaml.org,44089-03-26 19:50:00 UTC,,4,0,
org.powermock:powermock-api-easymock:jar:1.5.2,4.0.0,org.powermock:powermock-api:pom:1.5.2,org.powermock,powermock-api-easymock,1.5.2,powermock-api-easymock,null,45851-07-21 10:20:00 UTC,,2,0,
[inherited]:slf4j-jdk14:jar:[inherited],4.0.0,org.slf4j:slf4j-parent:pom:1.7.25,null,slf4j-jdk14,null,SLF4J JDK14 Binding,http://www.slf4j.org,49176-02-25 06:43:20 UTC,,2,0,
org.springframework:spring-context:jar:3.2.17.RELEASE,4.0.0,,org.springframework,spring-context,3.2.17.RELEASE,Spring Context,https://github.com/SpringSource/spring-framework,48315-10-15 03:36:40 UTC,SpringSource,17,0,
[inherited]:activemq-openwire-legacy:jar:[inherited],4.0.0,org.apache.activemq:activemq-parent:pom:5.14.5,null,activemq-openwire-legacy,null,ActiveMQ :: Openwire Legacy Support,null,49247-03-24 08:06:40 UTC,,1,0,
[inherited]:jetty-continuation:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:9.2.24.v20180105,null,jetty-continuation,null,Jetty :: Continuation,http://www.eclipse.org/jetty,49983-11-01 00:20:00 UTC,,1,0,
[inherited]:jetty-servlets:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:9.2.24.v20180105,null,jetty-servlets,null,Jetty :: Utility Servlets and Filters,http://www.eclipse.org/jetty,49983-11-03 04:50:00 UTC,,8,0,
[inherited]:maven-plugin-api:jar:[inherited],4.0.0,org.apache.maven:maven:pom:3.6.0,null,maven-plugin-api,null,Maven Plugin API,null,50783-07-15 16:26:40 UTC,,5,0,
[inherited]:jetty-server:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:9.2.24.v20180105,null,jetty-server,null,Jetty :: Server Core,http://www.eclipse.org/jetty,49983-10-27 13:23:20 UTC,,7,0,
[inherited]:jetty-security:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:9.2.24.v20180105,null,jetty-security,null,Jetty :: Security,http://www.eclipse.org/jetty,49983-10-28 08:00:00 UTC,,2,0,
com.lmax:disruptor:jar:3.4.2,4.0.0,,com.lmax,disruptor,3.4.2,Disruptor Framework,http://lmax-exchange.github.com/disruptor,50239-02-25 05:33:20 UTC,,1,0,
org.apache.ant:ant-junit:jar:1.9.7,4.0.0,org.apache.ant:ant-parent:pom:1.9.7,org.apache.ant,ant-junit,1.9.7,Apache Ant + JUnit,http://ant.apache.org/,48241-06-25 19:36:40 UTC,,2,0,
com.sun.xml.fastinfoset:FastInfoset:jar:1.2.18,4.0.0,com.sun.xml.fastinfoset:fastinfoset-project:pom:1.2.18,com.sun.xml.fastinfoset,FastInfoset,1.2.18,fastinfoset,null,52187-07-14 03:56:40 UTC,,0,0,
[inherited]:json-smart:bundle:[inherited],4.0.0,net.minidev:minidev-parent:pom:2.2,null,json-smart,null,JSON Small and Fast Parser,null,47544-05-23 13:10:00 UTC,,2,0,
[inherited]:jsch.agentproxy.sshagent:bundle:[inherited],4.0.0,com.jcraft:jsch.agentproxy:pom:0.0.7,null,jsch.agentproxy.sshagent,null,a connector for ssh-agent,null,45897-10-19 05:40:00 UTC,,1,0,
[inherited]:jetty-webapp:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:8.1.15.v20140411,null,jetty-webapp,null,Jetty :: Webapp Application Support,http://www.eclipse.org/jetty,46246-10-10 00:56:40 UTC,,4,0,
[inherited]:flexmark-ext-gfm-issues:jar:[inherited],4.0.0,com.vladsch.flexmark:flexmark-java:pom:0.62.2,null,flexmark-ext-gfm-issues,null,flexmark-java extension for GitHub issue syntax,null,52398-03-24 11:16:40 UTC,,4,0,
[inherited]:openhtmltopdf-jsoup-dom-converter:jar:[inherited],4.0.0,com.openhtmltopdf:openhtmltopdf-parent:pom:1.0.0,null,openhtmltopdf-jsoup-dom-converter,null,Openhtmltopdf Jsoup to DOM Converter,null,51526-10-18 00:20:00 UTC,,2,0,
[inherited]:flexmark-ext-jekyll-front-matter:jar:[inherited],4.0.0,com.vladsch.flexmark:flexmark-java:pom:0.62.2,null,flexmark-ext-jekyll-front-matter,null,flexmark-java extension for jekyll_front_matter,null,52398-03-24 01:50:00 UTC,,5,0,
[inherited]:flexmark-ext-gfm-tasklist:jar:[inherited],4.0.0,com.vladsch.flexmark:flexmark-java:pom:0.62.2,null,flexmark-ext-gfm-tasklist,null,flexmark-java extension for generating GitHub style task list items,null,52398-03-24 16:00:00 UTC,,4,0,
[inherited]:xmpbox:bundle:[inherited],4.0.0,org.apache.pdfbox:pdfbox-parent:pom:2.0.16,null,xmpbox,null,Apache XmpBox,null,51448-09-08 15:56:40 UTC,,2,0,
[inherited]:powermock-module-junit4:jar:[inherited],4.0.0,org.powermock:powermock-modules:pom:1.6.2,null,powermock-module-junit4,null,${project.artifactId},http://www.powermock.org,47173-12-25 19:26:40 UTC,,4,0,
[inherited]:powermock-reflect:jar:[inherited],4.0.0,org.powermock:powermock:pom:1.6.2,null,powermock-reflect,null,${project.artifactId},null,47173-12-25 05:16:40 UTC,,2,0,
org.rnorth.duct-tape:duct-tape:jar:1.0.8,4.0.0,,org.rnorth.duct-tape,duct-tape,1.0.8,Duct Tape,https://github.com/rnorth/${project.artifactId},51291-10-20 16:20:00 UTC,,6,0,
org.jetbrains:annotations:jar:17.0.0,4.0.0,,org.jetbrains,annotations,17.0.0,JetBrains Java Annotations,https://github.com/JetBrains/java-annotations,51050-06-14 21:33:20 UTC,,0,0,
org.ops4j.pax.swissbox:pax-swissbox-lifecycle:bundle:[inherited],4.0.0,org.ops4j.pax:swissbox:pom:1.8.2,org.ops4j.pax.swissbox,pax-swissbox-lifecycle,null,OPS4J Pax Swissbox :: Lifecycle,null,47661-10-12 17:46:40 UTC,,0,0,
org.ops4j.base:ops4j-base-util-property:bundle:[inherited],4.0.0,org.ops4j:base:pom:1.5.0,org.ops4j.base,ops4j-base-util-property,null,OPS4J Base - Util - Property,null,46686-04-08 14:36:40 UTC,,0,0,
org.ops4j.pax.url:pax-url-classpath:bundle:[inherited],4.0.0,org.ops4j.pax:url:pom:2.4.5,org.ops4j.pax.url,pax-url-classpath,null,OPS4J Pax Url - classpath:,null,47946-07-08 04:13:20 UTC,,9,0,
org.springframework:spring-context:jar:5.1.5.RELEASE,4.0.0,,org.springframework,spring-context,5.1.5.RELEASE,Spring Context,https://github.com/spring-projects/spring-framework,51088-10-15 09:33:20 UTC,Spring IO,20,0,
[inherited]:log4j-slf4j-impl:jar:[inherited],4.0.0,org.apache.logging.log4j:log4j:pom:2.11.2,null,log4j-slf4j-impl,null,Apache Log4j SLF4J Binding,null,51069-01-10 07:56:40 UTC,,9,0,
[inherited]:jol-core:jar:[inherited],4.0.0,org.openjdk.jol:jol-parent:pom:0.9,null,jol-core,null,Java Object Layout: Core,http://maven.apache.org,49696-03-24 23:23:20 UTC,,2,0,
org.springframework:spring-aop:jar:5.1.5.RELEASE,4.0.0,,org.springframework,spring-aop,5.1.5.RELEASE,Spring AOP,https://github.com/spring-projects/spring-framework,51088-10-15 12:20:00 UTC,Spring IO,5,0,
org.apache.lucene:lucene-core:jar:[inherited],4.0.0,org.apache.lucene:lucene-parent:pom:7.7.0,org.apache.lucene,lucene-core,null,Lucene Core,null,51075-07-14 04:13:20 UTC,,0,0,
org.apache.servicemix.bundles:org.apache.servicemix.bundles.not-yet-commons-ssl:bundle:0.3.11_1,4.0.0,org.apache.servicemix.bundles:bundles-pom:pom:8,org.apache.servicemix.bundles,org.apache.servicemix.bundles.not-yet-commons-ssl,0.3.11_1,Apache ServiceMix :: Bundles :: ${pkgArtifactId},null,44052-09-05 20:13:20 UTC,,1,0,
org.ow2.asm:asm:jar:6.2.1,4.0.0,org.ow2:ow2:pom:1.5,org.ow2.asm,asm,6.2.1,asm,http://asm.ow2.org/,50563-03-09 18:30:00 UTC,OW2,3,0,
org.xmlunit:xmlunit-core:jar:[inherited],4.0.0,org.xmlunit:xmlunit-parent:pom:2.6.2,org.xmlunit,xmlunit-core,null,org.xmlunit:xmlunit-core,https://www.xmlunit.org/,50624-07-12 14:20:00 UTC,,4,0,
[inherited]:powermock-reflect:jar:[inherited],4.0.0,org.powermock:powermock:pom:1.6.5,null,powermock-reflect,null,${project.artifactId},null,48298-09-27 21:46:40 UTC,,2,0,
org.springframework:spring-expression:jar:5.3.20,4.0.0,,org.springframework,spring-expression,5.3.20,Spring Expression Language (SpEL),https://github.com/spring-projects/spring-framework,54327-11-08 13:06:40 UTC,Spring IO,1,0,
[inherited]:slf4j-log4j12:jar:[inherited],4.0.0,org.slf4j:slf4j-parent:pom:1.7.13,null,slf4j-log4j12,null,SLF4J LOG4J-12 Binding,http://www.slf4j.org,47829-07-09 15:16:40 UTC,,2,0,
[inherited]:byte-buddy-agent:jar:[inherited],4.0.0,net.bytebuddy:byte-buddy-parent:pom:1.8.17,null,byte-buddy-agent,null,Byte Buddy Java agent,null,50567-05-01 05:33:20 UTC,,4,0,
com.jcraft:jsch:jar:0.1.54,4.0.0,org.sonatype.oss:oss-parent:pom:6,com.jcraft,jsch,0.1.54,JSch,http://www.jcraft.com/jsch/,48644-03-17 07:53:20 UTC,JCraft,Inc.,1,0,
org.springframework:spring-jdbc:jar:3.2.18.RELEASE,4.0.0,,org.springframework,spring-jdbc,3.2.18.RELEASE,Spring JDBC,https://github.com/SpringSource/spring-framework,48943-09-21 04:16:40 UTC,SpringSource,10,0,
org.springframework:spring-expression:jar:3.2.18.RELEASE,4.0.0,,org.springframework,spring-expression,3.2.18.RELEASE,Spring Expression Language (SpEL),https://github.com/SpringSource/spring-framework,48943-09-21 07:03:20 UTC,SpringSource,1,0,
com.google.j2objc:j2objc-annotations:jar:0.1,4.0.0,org.sonatype.oss:oss-parent:pom:7,com.google.j2objc,j2objc-annotations,0.1,J2ObjC Annotations,https://github.com/google/j2objc/,47429-10-22 19:23:20 UTC,,0,0,
org.ops4j.pax.exam:pax-exam-junit4:jar:[inherited],4.0.0,org.ops4j.pax:exam:pom:4.13.1,org.ops4j.pax.exam,pax-exam-junit4,null,OPS4J Pax Exam Driver JUnit4,null,50908-03-11 03:56:40 UTC,,4,0,
org.checkerframework:checker-qual:jar:2.10.0,4.0.0,,org.checkerframework,checker-qual,2.10.0,Checker Qual,https://checkerframework.org,51552-12-29 01:33:20 UTC,,0,0,
[inherited]:jetty-rewrite:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:9.2.24.v20180105,null,jetty-rewrite,null,Jetty :: Rewrite Handler,http://www.eclipse.org/jetty,49983-11-27 01:53:20 UTC,,4,0,
[inherited]:websocket-servlet:jar:[inherited],4.0.0,org.eclipse.jetty.websocket:websocket-parent:pom:9.2.24.v20180105,null,websocket-servlet,null,Jetty :: Websocket :: Servlet Interface,null,49983-11-05 02:40:00 UTC,,3,0,
org.parboiled:parboiled-core:jar:1.1.7,4.0.0,,org.parboiled,parboiled-core,1.1.7,parboiled-core,http://parboiled.org,47078-11-13 09:26:40 UTC,org.parboiled,2,0,
[inherited]:byte-buddy-agent:jar:[inherited],4.0.0,net.bytebuddy:byte-buddy-parent:pom:1.12.7,null,byte-buddy-agent,null,Byte Buddy agent,null,54010-06-20 20:33:20 UTC,,5,0,
[inherited]:jboss-marshalling-serial:jar:[inherited],4.0.0,org.jboss.marshalling:jboss-marshalling-parent:pom:2.0.5.Final,null,jboss-marshalling-serial,null,JBoss Marshalling Serial,null,50175-01-24 05:13:20 UTC,,1,0,
[inherited]:taglibs-standard-jstlel:bundle:1.2.5,4.0.0,org.apache.taglibs:taglibs-standard:pom:1.2.5,null,taglibs-standard-jstlel,1.2.5,Apache Standard Taglib 1.0 EL Support,null,47158-04-07 20:23:20 UTC,,8,0,
org.springframework:spring-websocket:jar:5.1.5.RELEASE,4.0.0,,org.springframework,spring-websocket,5.1.5.RELEASE,Spring WebSocket,https://github.com/spring-projects/spring-framework,51088-10-15 13:10:00 UTC,Spring IO,16,0,
[inherited]:jetty-xml:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:9.4.12.v20180830,null,jetty-xml,null,Jetty :: XML utilities,http://www.eclipse.org/jetty,50632-06-07 08:50:00 UTC,,2,0,
[inherited]:javax.websocket-api:bundle:[inherited],4.0.0,javax.websocket:javax.websocket-all:pom:1.1,null,javax.websocket-api,null,WebSocket server API,http://websocket-spec.java.net,46567-02-01 19:03:20 UTC,,1,0,
net.sourceforge.htmlunit:htmlunit-cssparser:jar:1.2.0,4.0.0,,net.sourceforge.htmlunit,htmlunit-cssparser,1.2.0,HtmlUnit CSS Parser,https://github.com/HtmlUnit/htmlunit-cssparser,50659-03-19 07:53:20 UTC,,1,1,
org.jetbrains.kotlin:kotlin-stdlib-common:jar:1.2.71,4.0.0,,org.jetbrains.kotlin,kotlin-stdlib-common,1.2.71,org.jetbrains.kotlin:kotlin-stdlib-common,https://kotlinlang.org/,50700-06-04 21:00:00 UTC,,2,0,
[inherited]:jetty-http:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:9.4.12.v20180830,null,jetty-http,null,Jetty :: Http Utility,http://www.eclipse.org/jetty,50632-06-07 01:20:00 UTC,,4,0,
org.mockito:mockito-core:jar:2.23.4,4.0.0,,org.mockito,mockito-core,2.23.4,mockito-core,https://github.com/mockito/mockito,50857-12-24 06:36:40 UTC,,3,0,
org.projectlombok:lombok:jar:1.16.18,4.0.0,,org.projectlombok,lombok,1.16.18,Project Lombok,https://projectlombok.org,49475-06-21 00:10:00 UTC,,0,0,
[inherited]:logback-classic:jar:[inherited],4.0.0,ch.qos.logback:logback-parent:pom:1.1.7,null,logback-classic,null,Logback Classic Module,null,48212-11-03 16:56:40 UTC,,22,0,
[inherited]:maven-compat:jar:[inherited],4.0.0,org.apache.maven:maven:pom:3.0.3,null,maven-compat,null,Maven Compat,null,43130-12-17 05:26:40 UTC,,13,0,
org.xmlunit:xmlunit-legacy:jar:[inherited],4.0.0,org.xmlunit:xmlunit-parent:pom:2.3.0,org.xmlunit,xmlunit-legacy,null,org.xmlunit:xmlunit-legacy,http://www.xmlunit.org/,48835-07-13 18:00:00 UTC,,3,0,
[inherited]:jetty-xml:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:9.2.22.v20170606,null,jetty-xml,null,Jetty :: XML utilities,http://www.eclipse.org/jetty,49400-05-29 21:56:40 UTC,,2,0,
[inherited]:truth:jar:[inherited],4.0.0,com.google.truth:truth-parent:pom:0.27,null,truth,null,null,null,47394-02-28 00:06:40 UTC,,8,0,
[inherited]:log4j-core:jar:[inherited],4.0.0,org.apache.logging.log4j:log4j:pom:2.6.2,null,log4j-core,null,Apache Log4j Core,null,48481-11-20 06:36:40 UTC,,43,0,
[inherited]:maven-model-builder:jar:[inherited],4.0.0,org.apache.maven:maven:pom:3.2.1,null,maven-model-builder,null,Maven Model Builder,null,46093-05-18 19:23:20 UTC,,6,0,
[inherited]:maven-settings-builder:jar:[inherited],4.0.0,org.apache.maven:maven:pom:3.2.1,null,maven-settings-builder,null,Maven Settings Builder,null,46093-05-19 02:53:20 UTC,,5,0,
org.jetbrains.kotlin:kotlin-stdlib-common:jar:1.6.0,4.0.0,,org.jetbrains.kotlin,kotlin-stdlib-common,1.6.0,Kotlin Stdlib Common,https://kotlinlang.org/,53837-12-07 10:13:20 UTC,,0,0,
[inherited]:log4j-to-slf4j:jar:[inherited],4.0.0,org.apache.logging.log4j:log4j:pom:2.17.2,null,log4j-to-slf4j,null,Apache Log4j to SLF4J Adapter,null,54118-07-08 10:56:40 UTC,,8,0,
io.micrometer:micrometer-observation:jar:1.12.0,4.0.0,,io.micrometer,micrometer-observation,1.12.0,micrometer-observation,https://github.com/micrometer-metrics/micrometer,55836-11-09 01:23:20 UTC,,5,0,
io.micrometer:micrometer-core:jar:1.12.0,4.0.0,,io.micrometer,micrometer-core,1.12.0,micrometer-core,https://github.com/micrometer-metrics/micrometer,55836-11-08 23:43:20 UTC,,35,0,
javax.persistence:javax.persistence-api:jar:2.2,4.0.0,net.java:jvnet-parent:pom:5,javax.persistence,javax.persistence-api,2.2,null,https://github.com/javaee/jpa-spec,49608-07-21 11:46:40 UTC,,0,0,
[inherited]:okio:jar:[inherited],4.0.0,com.squareup.okio:okio-parent:pom:1.14.1,null,okio,null,Okio,null,50298-06-04 15:56:40 UTC,,3,0,
org.projectlombok:lombok:jar:1.16.16,4.0.0,,org.projectlombok,lombok,1.16.16,Project Lombok,https://projectlombok.org,49193-06-21 06:03:20 UTC,,0,0,
org.javassist:javassist:bundle:3.25.0-GA,4.0.0,,org.javassist,javassist,3.25.0-GA,Javassist,http://www.javassist.org/,51262-09-05 20:43:20 UTC,Shigeru Chiba, www.javassist.org,2,0,
commons-io:commons-io:jar:2.8.0,4.0.0,org.apache.commons:commons-parent:pom:52,commons-io,commons-io,2.8.0,Apache Commons IO,https://commons.apache.org/proper/commons-io/,52652-12-25 18:43:20 UTC,,5,0,
[inherited]:jetty-xml:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:8.1.14.v20131031,null,jetty-xml,null,Jetty :: XML utilities,http://www.eclipse.org/jetty,45802-12-15 04:30:00 UTC,,2,0,
[inherited]:selenium-api:jar:[inherited],4.0.0,org.seleniumhq.selenium:selenium-parent:pom:2.39.0,null,selenium-api,null,selenium-api,null,45929-07-13 05:30:00 UTC,,2,0,
[inherited]:jetty-annotations:jar:[inherited],4.0.0,org.eclipse.jetty:jetty-project:pom:8.1.14.v20131031,null,jetty-annotations,null,Jetty :: Servlet Annotations,http://www.eclipse.org/jetty,45802-12-18 09:43:20 UTC,,7,0,
[inherited]:org.apache.felix.resolver:bundle:2.0.0,4.0.0,org.apache.felix:felix-parent:pom:5,null,org.apache.felix.resolver,2.0.0,Apache Felix Resolver,null,50473-09-02 10:03:20 UTC,,5,0,
[inherited]:powermock-api-mockito:jar:[inherited],4.0.0,org.powermock:powermock-api:pom:1.6.4,null,powermock-api-mockito,null,${project.artifactId},null,47912-11-09 03:16:40 UTC,,4,0,
[inherited]:maven-aether-provider:jar:[inherited],4.0.0,org.apache.maven:maven:pom:3.3.9,null,maven-aether-provider,null,Maven Aether Provider,null,47829-02-09 11:06:40 UTC,,16,0,
[inherited]:aether-test-util:jar:[inherited],4.0.0,org.eclipse.aether:aether:pom:1.0.2.v20150114,null,aether-test-util,null,Aether Test Utilities,null,47007-04-25 16:40:00 UTC,,4,0,
